STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN,TOBS
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121010,-9999,65,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121011,-9999,57,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121012,-9999,61,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121013,-9999,70,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121014,-9999,66,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121015,-9999,74,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121016,-9999,70,60,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121017,-9999,82,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121018,-9999,85,61,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121019,-9999,67,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121020,-9999,65,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121021,-9999,60,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121022,-9999,61,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121023,-9999,63,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121024,-9999,63,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121025,-9999,65,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121026,-9999,71,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121027,-9999,76,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121028,-9999,77,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121029,-9999,66,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121030,-9999,66,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121031,-9999,63,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121101,-9999,63,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121102,-9999,64,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121103,-9999,71,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121104,-9999,77,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121105,-9999,78,59,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121106,-9999,77,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121107,-9999,61,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121108,-9999,61,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121109,-9999,55,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121110,-9999,57,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121111,-9999,58,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121112,-9999,60,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121113,-9999,66,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121114,-9999,68,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121115,-9999,66,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121116,-9999,62,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121117,-9999,61,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121118,-9999,62,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121119,-9999,65,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121120,-9999,63,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121121,-9999,62,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121122,-9999,63,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121123,-9999,67,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121124,-9999,65,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121125,-9999,62,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121126,-9999,58,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121127,-9999,61,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121128,-9999,62,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121129,-9999,63,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121130,-9999,62,58,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121201,-9999,63,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121202,-9999,63,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121203,-9999,60,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121204,-9999,61,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121205,-9999,62,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121206,-9999,59,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121207,-9999,62,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121208,-9999,59,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121209,-9999,66,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121210,-9999,65,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121211,-9999,56,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121212,-9999,54,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121213,-9999,52,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121214,-9999,52,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121215,-9999,49,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121216,-9999,56,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121217,-9999,57,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121218,-9999,52,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121219,-9999,52,40,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121220,-9999,58,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121221,-9999,56,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121222,-9999,57,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121223,-9999,56,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121224,-9999,55,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121225,-9999,52,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121226,-9999,54,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121227,-9999,54,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121228,-9999,50,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121229,-9999,53,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121230,-9999,53,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20121231,-9999,52,42,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130101,-9999,53,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130102,-9999,56,42,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130103,-9999,54,41,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130104,-9999,57,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130105,-9999,53,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130106,-9999,52,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130107,-9999,57,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130108,-9999,58,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130109,-9999,54,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130110,-9999,51,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130111,-9999,51,42,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130112,-9999,50,40,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130113,-9999,50,39,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130114,-9999,51,40,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130115,-9999,53,40,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130116,-9999,57,41,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130117,-9999,63,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130118,-9999,64,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130119,-9999,63,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130120,-9999,64,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130121,-9999,63,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130122,-9999,61,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130123,-9999,56,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130124,-9999,59,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130125,-9999,64,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130126,-9999,56,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130127,-9999,55,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130128,-9999,56,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130129,-9999,56,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130130,-9999,64,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130131,-9999,63,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130201,-9999,65,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130202,-9999,56,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130203,-9999,57,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130204,-9999,56,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130205,-9999,54,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130206,-9999,56,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130207,-9999,54,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130208,-9999,52,42,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130209,-9999,58,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130210,-9999,60,43,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130211,-9999,63,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130212,-9999,60,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130213,-9999,59,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130214,-9999,69,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130215,-9999,71,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130216,-9999,68,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130217,-9999,58,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130218,-9999,51,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130219,-9999,49,42,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130220,-9999,56,41,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130221,-9999,57,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130222,-9999,59,44,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130223,-9999,56,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130224,-9999,60,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130225,-9999,58,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130226,-9999,62,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130227,-9999,64,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130228,-9999,63,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130301,-9999,71,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130302,-9999,69,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130303,-9999,56,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130304,-9999,54,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130305,-9999,56,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130306,-9999,55,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130307,-9999,56,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130308,-9999,55,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130309,-9999,60,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130310,-9999,64,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130311,-9999,69,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130312,-9999,65,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130313,-9999,73,46,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130314,-9999,69,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130315,-9999,67,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130316,-9999,62,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130317,-9999,63,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130318,-9999,62,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130319,-9999,64,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130320,-9999,60,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130321,-9999,59,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130322,-9999,61,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130323,-9999,66,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130324,-9999,60,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130325,-9999,53,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130326,-9999,58,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130327,-9999,60,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130328,-9999,62,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130329,-9999,73,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130330,-9999,67,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130331,-9999,63,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130401,-9999,61,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130402,-9999,58,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130403,-9999,74,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130404,-9999,64,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130405,-9999,61,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130406,-9999,61,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130407,-9999,60,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130408,-9999,61,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130409,-9999,71,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130410,-9999,74,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130411,-9999,67,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130412,-9999,62,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130413,-9999,61,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130414,-9999,59,47,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130415,-9999,54,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130416,-9999,60,45,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130417,-9999,65,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130418,-9999,70,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130419,-9999,69,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130420,-9999,71,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130421,-9999,76,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130422,-9999,82,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130423,-9999,73,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130424,-9999,58,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130425,-9999,59,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130426,-9999,57,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130427,-9999,59,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130428,-9999,68,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130429,-9999,77,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130430,-9999,69,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130501,-9999,75,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130502,-9999,88,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130503,-9999,79,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130504,-9999,73,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130505,-9999,66,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130506,-9999,68,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130507,-9999,67,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130508,-9999,58,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130509,-9999,58,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130510,-9999,57,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130511,-9999,67,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130512,-9999,62,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130513,-9999,63,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130514,-9999,62,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130515,-9999,59,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130516,-9999,61,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130517,-9999,61,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130518,-9999,66,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130519,-9999,71,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130520,-9999,79,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130521,-9999,61,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130522,-9999,59,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130523,-9999,62,48,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130524,-9999,61,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130525,-9999,59,49,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130526,-9999,61,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130527,-9999,59,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130528,-9999,63,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130529,-9999,64,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130530,-9999,66,50,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130531,-9999,73,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130601,-9999,76,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130602,-9999,66,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130603,-9999,65,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130604,-9999,63,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130605,-9999,60,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130606,-9999,62,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130607,-9999,69,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130608,-9999,62,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130609,-9999,62,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130610,-9999,67,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130611,-9999,65,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130612,-9999,66,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130613,-9999,68,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130614,-9999,74,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130615,-9999,58,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130616,-9999,63,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130617,-9999,65,51,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130618,-9999,61,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130619,-9999,65,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130620,-9999,66,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130621,-9999,72,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130622,-9999,70,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130623,-9999,64,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130624,-9999,62,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130625,-9999,72,61,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130626,-9999,73,59,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130627,-9999,72,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130628,-9999,74,58,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130629,-9999,77,59,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130630,-9999,70,58,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130701,-9999,79,56,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130702,-9999,73,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130703,-9999,74,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130704,-9999,75,57,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130705,-9999,62,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130706,-9999,64,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130707,-9999,66,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130708,-9999,66,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130709,-9999,66,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130710,-9999,63,53,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130711,-9999,61,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130712,-9999,63,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130713,-9999,69,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130714,-9999,61,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130715,-9999,62,52,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130716,-9999,65,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130717,-9999,63,55,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130718,-9999,65,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130719,-9999,67,54,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,20130720,-9999,66,52,-9999
